"","score","text"
"1002",1,"Want to track campaign success for your clients? Call me.
https://t.co/A4tlezRR6u #wsj #nytimes #reuters #bloomberg https://t.co/QkxIuEgAkZ"
"1003",1,"Want to track campaign success for your clients? Call me.
https://t.co/CRT71IgaPt #wsj #nytimes #reuters #bloomberg https://t.co/lc9OaIzZQB"
"1004",2,"Get Ready For The Holidays With Our Glowing Green hair dye!
Purchase Now: https://t.co/aF2Uj5vvKB

#MysteekNaturals https://t.co/VQ9RlOTR29"
"1005",-1,"Its time for onesies y'all #snow #newyork #christmas #itsbeginningtolookalotlikechristmas #coldweather #fall https://t.co/G0tXWkEeye"
"1006",0,"#Account #Manager needed in #NewYork at #USATODAYNETWORK. Apply now! #job https://t.co/HBvGymnEbX https://t.co/b7xD5M7lQn"
"1007",3,"It's a Love Story: Joe Alwyn Supports Girlfriend Taylor Swift at Jingle Ball in #NewYork City https://t.co/dyyXEJ6v15"
"1008",0,"In a #NewYork State of Mind......... #TheGreatestShowman #PressTour #FilmPremier #20thCenturyFox https://t.co/janz3zuZ0n"
"1009",1,"White Horse Tavern, one of the oldest bars in NYC, also the watering hole of Dylan Thomas and many famous authors. https://t.co/HdFSKFbP50"
"1010",0,"See our latest #NewYork, NY #job and click to apply: Purchasing Coordinator - https://t.co/dDR7OLZ5Ek #Purchasing #Hiring #CareerArc"
"1011",0,"First #snow of the season  #Bushwick #Brooklyn #NYC #NewYork @ Bushwhick https://t.co/Jdg5jjxgMK"
"1012",0,"See our latest #NewYork, NY #job and click to apply: Japanese major travel agency seeks a travel consultant. - https://t.co/6oHBa7xfyl"
"1013",1,"Thank you @Bruno2be. J'adore! #NewYork #Christmaspresent #InstaStories https://t.co/G9ZL8KMYPu"
"1014",0,"And heres that time of the year... the first snow   #snow #newyork #manhattan https://t.co/jmE0rZfVwi"
"1015",1,"Want to work in #NewYork, NY? View our latest opening: https://t.co/yKC0eYxyES #TopTechJobs #Engineering #Job #Jobs #Hiring"
"1016",0,"Cut the cord for only $20 per month with Set TV https://t.co/AzWNgkOSdj #live #stream #river #manhattan #brooklyn https://t.co/4iYVimEtGr"
"1017",0,"NYC homelessness rose yet again by 4.1% in 2017, one of the biggest increases in the U.S.  https://t.co/c8Y55byHn3 https://t.co/siAzXLSFnj"
"1018",0,"Lighting creations

https://t.co/JjMAVJYftA

#Lighting #USA #Newyork #Sanfrancisco #LosAngeles #Miami #Boston https://t.co/Eb8AKbHFnF"
"1019",0,"Graceful journeys coffrets. https://t.co/FgR5SUdwfW #philosophy #bbloggers #blogpost #beautytrends #fall #newyork"
"1020",1,"Anyone else not impressed with the cold weather in #NewYork lately?? Today might be a hot chocolate and Netflix kin https://t.co/Sfjq3UjLpO"
"1021",0,"#SistineStallone is #moving to #NewYork to #pursue a #fulltime #modelling #career https://t.co/0UFgNXpKiQ?"
"1022",1,"Can you recommend anyone for this #job? Supervisor, Digital - https://t.co/CuhzVGDB4A #Marketing #NewYork, NY #Hiring #CareerArc"
"1023",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/GUGxkFyq6D"
"1024",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/QC8FIpRBo5"
"1025",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/wiP7e8NyiI"
"1026",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/26G23o0roE"
"1027",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/5R8EVCL4r7"
"1028",4,"Great Expectations ""Grow a boy into a man, give him freedom, a helping hand, let him lead his own band, and define https://t.co/mVnDttJFMn"
"1029",0,"Low cost #doortodoor #transfers to #London city from #heathrow airport
https://t.co/8KEiJZXwfr 

#UK #airport #taxi https://t.co/uljCacEX0u"
"1030",0,"Low cost #doortodoor #transfers to #London city from #heathrow airport
https://t.co/8KEiJZXwfr 

#UK #airport #taxi https://t.co/pLSALPspB5"
"1031",1,"Do you provide creative marketing services? Leads.
https://t.co/ub0d0mwWqk #wsj #nytimes #reuters #bloomberg https://t.co/b7oo77xlgy"
"1032",1,"Do you provide creative marketing services? Leads.
https://t.co/BW6JB4TyJN #wsj #nytimes #reuters #bloomberg https://t.co/DS5ITVyyAd"
"1033",1,"Do you provide creative marketing services? Leads.
https://t.co/uSuS44MmXG #wsj #nytimes #reuters #bloomberg https://t.co/XFdEPrAl4l"
"1034",1,"Do you provide creative marketing services? Leads.
https://t.co/trm8Cpv2r2 #wsj #nytimes #reuters #bloomberg https://t.co/wxDSnNpaYA"
"1035",1,"Do you provide creative marketing services? Leads.
https://t.co/IRdKSsKWzr #wsj #nytimes #reuters #bloomberg https://t.co/DHao0oVtGz"
"1036",1,"Do you provide creative marketing services? Leads.
https://t.co/JndRi3Ip34 #wsj #nytimes #reuters #bloomberg https://t.co/FrSp5Nr0az"
"1037",2,"Enjoying 1st snow in the beautiful #NewYork #NewJersey #Weathet #Snow #Life #Moments #Nomad https://t.co/vnEObI1n6o"
"1038",0,"New York  Subway. #photographer #photooftheday #photography #photoshoot #grandcentral #newyork https://t.co/QqnLZtHSGU"
"1039",0,"Order the new colors today. https://t.co/eX6nHuLrJM #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/nzMFPvl7tT"
"1040",0,"Order the new colors today. https://t.co/sfg6A52S3b #surfing #florida #flyfishing #beach #yoga #miami  #chicago https://t.co/u2PXXnVGhI"
"1041",0,"All these pics of #Snow in #NewYork got me all.... #ChristmasHappy #HomesickSad https://t.co/BNeAC8LQ2J"
"1042",0,"My street in New York today . #wintersnow #winter #albinotrees #brooklynheights #newyork https://t.co/ThUZXuqE8n"
"1043",-3,"#newjersey #newyork #fraud Former Hoboken City Council President Gets 30 Months Prison Term For Bank and Wire Fraud https://t.co/FAWnD7NwwT"
"1044",0,"Magazine lyfe
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#gq #magazines #newyork #photography https://t.co/xBHqUAERIM"
"1045",0,"#Save 50% #FallWreath  #Pumpkin Bow while supplies last! https://t.co/6EPI668yAt #share #retweet #PRstrong https://t.co/Pdyy3XJlAG"
"1046",1,"My favorite place under the snow  taken see you later #NewYork  #Snow  #Winter  #NewYorkCity #NewYorkSnow https://t.co/hGEmxKPKve"
"1047",0,"Events Assistant #NewYork #jobs Apply Now at https://t.co/s6hCBkuL5m #NYC #LA #CA #TX #USA"
"1048",1,"Our #NewYork #office wishes you #happy #Holidays! 
.
.
#wernersobek #wsny #holidayparty https://t.co/FfGU9RGmOV"
"1049",0,"Hey #NewYork check out The BS Comedy Tour featuring the awe-inspiringly super @AdamNutter! https://t.co/u6lvwan0gD https://t.co/zyZsMtHu82"
"1050",0,"Magazine lyfe
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#gq #magazines #newyork #photography https://t.co/lRkqHiE4LF"
"1051",0,"#NewYork #snow @ West Village https://t.co/hrrbpFriSG"
"1052",-1,"Some Pain In The Booth #DaedaeSantana #StudioVibes #Bronx #Harlem #NewYork #NYC #Artist https://t.co/Ywp81yANpG"
"1053",0,"We're #hiring! Click to apply: Store Designer - https://t.co/yXHU7XKqTK #Art #NewYork, NY #Job #Jobs #CareerArc"
"1054",-1,"Cheap Flights ?

https://t.co/DVICnQjVB3

#vegas #lasvegas #hotels #hotel #traveltips #travelblog #marketing #seo https://t.co/UMIOs0qy0h"
"1055",0,"Once Again Hostel Bangkok

https://t.co/h3QFdvnyrL
#hostels #hotel #travel #hotels #hotel #chicago #miami #newyork https://t.co/P57FqeMWZK"
"1056",1,"4hours on this !!!!sleeve in progress #handmade tattoo #tattoosleeve #newyork #handtattoo https://t.co/f6KPXO9qrc"
"1057",0,"Oceans Edge Key West - Fly me to Key west

https://t.co/j5l7LVz1rF
#booking #hotels #hotel #keywest #florida #miami https://t.co/tgjz3VQfNL"
"1058",1,"Can you recommend anyone for this #job? One of the leading department store companies in Japan is looking for a mar https://t.co/6rSPCSgfJ4"
"1059",1,"Visiting metmuseum to see the Michelangelo: Divine Draftsman and Designer #newyork #nyc https://t.co/Buo8BE5TIv"
"1060",0,"OCEANS EDGE KEY WEST

https://t.co/tNEm0FyfKt

#booking #hotels #hotel #keywest #florida #miami #miamibeach https://t.co/sDZWjVD8V9"
"1061",2,"This #job might be a great fit for you: Supervisor, Integrated Media - https://t.co/9lrGGlSfKa #Marketing #NewYork, NY #Hiring #CareerArc"
"1062",1,"We're #hiring! Read about our latest #job opening here: Syncova Production Support - https://t.co/kmmOD9Y5Q2 #TopTechJobs #IT #NewYork, NY"
"1063",-1,"#Listen to our 3 newest podcasts #streaming #live 24/7! https://t.co/RJqArKQHQL #podcast #weed #beer #sports https://t.co/GTITKvBnsC"
"1064",0,"The Greenwich Hotel New York
https://t.co/5D7CWJFDHk
#newyork #miami #hotels #hotel  #booking
#hotels #hotel https://t.co/153BWAWinZ"
"1065",0,"Flights Melbourne to Brisbane
https://t.co/Mt9CVUUTF1
#melbourne #brisbane #sydney #perth #adelaide #canberra https://t.co/n7rXG9Rhd0"
"1066",2,"In the city  #newyork @ Statue Of Liberty, Liberty Island, New York City https://t.co/H5jXJR4Eiv"
"1067",1,"MyGiFY arrived #NewYork safe with #sas. #FirstSnow falling... perfect! https://t.co/2ZsKDAO4xY"
"1068",1,"Peace in Poughkeepsie. #hudsonvalley #poughkeepsie #newyork #snow https://t.co/RQyTa06ZDE"
"1069",-1,"Cheap Flights to Adelaide, Sydney, Perth , melbourne ...
https://t.co/hkywf7FYPl
#Flights #flight #travel traveltip https://t.co/4veOxXrk7z"
"1070",0,"We're #hiring! Read about our latest #job opening here: Recruitment Specialist - https://t.co/NuhVDDqODt #Recruiting #NewYork, NY #CareerArc"
"1071",0,"We're #hiring! Click to apply: Construction Summer Intern - https://t.co/LdkYOpyb0l #nowhiring #internship #NewYork https://t.co/VcarcLaCor"
"1072",0,"New York Winter Wonderland 
#washingtonsquarepark #NYC #NewYork #travel #snow https://t.co/91BgOwBFO0"
"1073",-1,"WE LOVE CHEAP FLIGHTS AND CHEAP HOTELS

https://t.co/CPHuGlQ44w

#hotels #booking #travel #traveltips #travelblog https://t.co/sC1A8IIPoU"
"1074",0,"The Greenwich Hotel New York
https://t.co/e25qeJnc7v
#newyork #miami #hotels #hotel  #booking
#hotels #hotel https://t.co/5hAGd7KUfV"
"1075",-1,"#NYC #NewYork The Neediest Cases Fund: He Wanted to Stay Sober. So He Surrounded Himself With Drinkers. https://t.co/TnqL5p1fHe"
"1076",0,"New York to Kuala Lumpur, Malaysia for only $444 roundtrip with United and All Nippon Airways. #UnitedAirlines https://t.co/Ars8jCOX3b"
"1077",1,"Vacations in Perth - Australian Experience - Best Flights and Hotel Deals !
https://t.co/T8hj2IRKil
#perth https://t.co/ZarOV9Qq90"
"1078",0,"Snowy day in #Brooklyn #NewYork crepprotect got me though. #CrepProtect #yeeyzboost350v2 https://t.co/G0SBrXqE7k"
"1079",0,"Me, in my natural state. 

Say hello to my game face. 

#Yum 

#NYC #NewYork #TheCity https://t.co/yj1TbBj7eO"
"1080",0,"Mercure Sydney

https://t.co/OkP6X4QMZF
#booking #hotels #hotel #keywest #florida #miami #miamibeach #traveltips https://t.co/ub0xCWKp3J"
"1081",1,"This #job might be a great fit for you: Financial Planning amp; Analysis Manager - https://t.co/04v14xqTQj #Finance https://t.co/tWzJSMIg4Y"
"1082",1,"All the best to Gerry and team from @woofadvisor in #NewYork #USA https://t.co/N1iJ0ZkOVz"
"1083",0,"Hotels in Melbourne - Fly me to Melbourne

https://t.co/1wNF5zce8R

#hotels #travel #traveltips #flights #booking https://t.co/mq0CdcNzh8"
"1084",1,"Cairns - Beach Life and Best Relax for you !
https://t.co/4lKWAiEDoN
#hostels #hotels #newyork #cairns #travelblog https://t.co/1nNsXZiD7R"
"1085",0,"Wake up#NewYork! We can help stop Womxn who are survivors of violence from being incarcerated!! Don't let what hap https://t.co/86SoqiTUDk"
"1086",1,"Vacations in Perth - Australian Experience - Best Flights and Hotel Deals !
https://t.co/dDHNUT4YgK
#perth https://t.co/o0GUz8NodS"
"1087",0,"White December #newyork #casacielo @ University Place (Manhattan) https://t.co/iBeBkqCn7i"
"1088",1,"See our latest #NewYork, NY #job and click to apply: Production Manager, Creative Services - https://t.co/ebbmmBABPq"
"1089",1,"There's nothing like a white #Christmas in New York. After an unusually warm start to the winter, the city gets it' https://t.co/tOVg4Wem9C"
"1090",1,"Central Park in the #snow #newyork #centralpark #beautiful @ Central Park https://t.co/0LIMcKiRke"
"1091",3,"I love going to concerts because you meet the coolest people who have the same interests you do. Met three people f https://t.co/R9jdraLU0R"
"1092",0,"One World Trade Center | #Film #FilmPhotography #Photography #Kodak #KodakPortra #Portra160 #Canon #CanonAE1 #24mm https://t.co/ARvTDvAsku"
"1093",1,"Islip, New York Could Become the Finest Community https://t.co/7REKojXEJC @I_LOVE_NY #ILOVENY #newyork"
"1094",1,"Big #whiteout #blizzard in #newyork s #centralpark #winterwonderland #gorgeous !!! https://t.co/EFE1TVC0XP"
"1095",0,"Free Lyft rides applied to your Lyft app account special Lyft Code BEG *** Jefferson County #NewYork"
"1096",0,"Razabra leather bracelet. you will recieve your order in 2-3 days "" https://t.co/yROv19SUAP #razabra https://t.co/Ikm3I4Pkih"
"1097",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/mMTXM5y8zF #wsj #nytimes https://t.co/x29ceKvrWT"
"1098",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/8UtVZyoMrM #wsj #nytimes https://t.co/L59ziQ6ET4"
"1099",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/oJGY4EUxWJ #wsj #nytimes https://t.co/R7fdYku9d0"
"1100",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/O3VXyd9Df1 #wsj #nytimes https://t.co/UmLZbIl0bI"
"1101",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/dT83Q3eEYM #wsj #nytimes https://t.co/AagKEa8D8W"
"1102",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/ZTFyAMbt7b #wsj #nytimes https://t.co/72HGWD5sjS"
"1103",2,"Get a dedicated Google web server $40 with free SSL and a $300 credit. https://t.co/83OxwGJXdR #wsj #nytimes https://t.co/NJgUpaSHYM"
"1104",1,"Is it to early to start dreaming of #nyyankees baseball? Welcome to #newyork Mr. Stanton!!!!! https://t.co/FFr83h45JS"
"1105",1,"This #job might be a great fit for you: Administrative assistant@Telecommunication Compnay (Midtown, New York City) https://t.co/h6CqSJnFCd"
"1106",0,"Graphic Designer, Product Designer and Computer Systems - #NewYork , NY (https://t.co/Q1nAVCrybr) Get Art Director Jobs"
"1107",0,"Graphic Designer, Product Designer and Computer Systems - #NewYork , NY (https://t.co/3jvGHvdsaz) Get Graphic Artist Jobs"
"1108",0,"Graphic Designer, Product Designer and Computer Systems - #NewYork , NY (https://t.co/3ych0NhcHk) Get Graphic Design Jobs"
"1109",-1,"Being a Doctor Is Hard. Its Harder for Women. https://t.co/qdB2DrEGjM Via @NYTimesCC #NewYork #NYC #Life"
"1110",1,"This #job might be a great fit for you: Investment Finance Specialist - https://t.co/itpjP3VE1G #CitiCareers https://t.co/qjhoWyAms2"
"1111",1,"#NYC #NewYork See the world and make memories and find your Happy Place... life is too short not to experience An A https://t.co/XBTIDS28uD"
"1112",1,"&lt;a href=""https://t.co/Q8SRrCNIan"" rel=""nofollow""&gt;Softball humor&lt;/a&gt; #Opal01 #ForFriends #ForFamily #humor #USA https://t.co/qhjDyGa0Vg"
"1113",0,"#Director, #Publishing Strategy needed in #NewYork at #Disney. Apply now! #job https://t.co/YFKT85uJDp #DisneyJobs https://t.co/pOEUamtJdk"
"1114",3,"The majestic @KINGflipchart  will support #coaching and #Training also in #NewYork Awesome! Discover the unique https://t.co/NGbBYZDqGz"
"1115",0,"Airfare New York, NY to #Beijing, China from $731 https://t.co/l8L8MBhdRD #cheapflights #newyork #flights"
"1116",0,"Airfare New York, NY to #Sydney, Australia from $1590 https://t.co/3KWfkF3Tjv #cheapflights #newyork #flights"
"1117",-2,"Libertarianism rejects authoritarianism in all forms &amp; the unmerited initiation of aggression or force. In reality, https://t.co/MJBvZCYNcG"
"1118",0,"#nowplaying Threestyle @Threestylejazz https://t.co/IoBP4T6pUC - A Little Longer #nola #newyork #dallas #atlanta https://t.co/NiidAgGoJk"
"1119",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/7ezHfZR4LE #Dancehall #Reggae https://t.co/Ff0BCENwuy"
"1120",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/DOZzVLEDLh #Dancehall #Reggae https://t.co/SDCDHGpNhd"
"1121",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/c031fPmwrZ #Dancehall #Reggae https://t.co/zGgsxh8NcA"
"1122",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/bolOab6L1b #Dancehall #Reggae https://t.co/ZJg28BZWZH"
"1123",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/MZAVlFUi6Y #Dancehall #Reggae https://t.co/B3jPDkxndm"
"1124",0,"Have you heard New Image ""Watch The Image"" ? Download it on #MediaFire : https://t.co/7sQNL7nyds #Dancehall #Reggae https://t.co/awS5rew5rA"
"1125",0,"See our latest #NewYork, NY #job and click to apply: Graphic Design Assistant - https://t.co/RlfIa0No7h #Art #Hiring #CareerArc"
"1126",0,"New York themed party tonight at @HallWhittlebury. Looking forward to coming back for more of these next week. https://t.co/hljE8hEnzA"
"1127",0,"E anche al National Museum of Natural History vi penso #wolflove #newyork  @famedalupi https://t.co/R7kUxOCpdz"
